epoch,train_loss,val_loss,lr,elapsed_sec
1,0.26696845660955365,0.06496366083329161,0.00026456336036967463,245.29920101165771
2,0.2713044300633404,0.06010218353445874,0.00026456336036967463,487.31451416015625
3,0.16520507079091346,0.0507633133250488,0.00013228168018483732,730.3862054347992
4,0.1340737534289201,0.04267434888482745,6.614084009241866e-05,973.3769788742065
5,0.11528097614867562,0.03917971982592188,3.307042004620933e-05,1217.08748793602
6,0.10476708034422008,0.03740490052043806,1.6535210023104665e-05,1460.1625645160675
7,0.09777241447531083,0.036458942555216464,8.267605011552332e-06,1700.7417359352112
8,0.09468279340617597,0.03647188253407915,4.133802505776166e-06,1942.3556430339813
9,0.09286175342918179,0.03573985166205134,2.066901252888083e-06,2187.2521374225616
10,0.09140965848625798,0.03562103472772058,1.0334506264440415e-06,2426.0730123519897
