epoch,train_loss,val_loss,lr,elapsed_sec
1,0.32874437811817686,0.0667703100947834,0.00024289169469748895,249.6128420829773
2,0.258189191346616,0.076534326200467,0.00024289169469748895,496.532470703125
3,0.1698994810192023,0.04801339946898701,0.00012144584734874447,745.1219036579132
4,0.15391402920846856,0.04382469555501334,6.072292367437224e-05,988.5901653766632
5,0.12729661579960555,0.04232646509248552,3.036146183718612e-05,1234.388957977295
6,0.11697813431611641,0.041715972025890925,1.518073091859306e-05,1478.7519717216492
7,0.11133931786855292,0.041321821207806926,7.59036545929653e-06,1727.2674114704132
8,0.11080710143702305,0.04122971398471224,3.795182729648265e-06,1971.3440732955933
9,0.1075867069255311,0.041007600114660495,1.8975913648241324e-06,2214.5206639766693
10,0.10818795945248103,0.04102175625846376,9.487956824120662e-07,2458.220086336136
