epoch,train_loss,val_loss,lr,elapsed_sec
1,0.2678316343358777,0.05682513143818451,8.286525471101973e-05,248.51646065711975
2,0.1979735484084321,0.045134618559112064,8.286525471101973e-05,488.4340965747833
3,0.14689636443792356,0.047003643603499276,4.1432627355509866e-05,735.6295008659363
4,0.12522453502457387,0.039619043758179685,2.0716313677754933e-05,979.9655356407166
5,0.11212989205054813,0.03839252328125996,1.0358156838877467e-05,1222.0947759151459
6,0.10657215067205872,0.03712251566667679,5.179078419438733e-06,1466.8889684677124
7,0.10290892543556937,0.03786934831069872,2.5895392097193666e-06,1708.0705943107605
8,0.10150699016364594,0.036753586094875265,1.2947696048596833e-06,1949.0711705684662
9,0.10022952182319904,0.0366310108286292,6.473848024298417e-07,2191.07817196846
10,0.0998577497445826,0.03669563502349838,3.2369240121492083e-07,2430.932856321335
