epoch,train_loss,val_loss,lr,elapsed_sec
1,0.2809276722217621,0.05995060061002923,0.0002427603874454582,243.72539854049683
2,0.22682549216147133,0.05849967500821211,0.0002427603874454582,485.75840616226196
3,0.15417634385405254,0.048653827333521894,0.0001213801937227291,725.6874151229858
4,0.12833867655307726,0.039869630390038005,6.069009686136455e-05,966.495728969574
5,0.11153546178278397,0.03804668555174462,3.0345048430682274e-05,1211.5156943798065
6,0.10084830405850735,0.03833390915091251,1.5172524215341137e-05,1453.5989892482758
7,0.09525475563579423,0.03608596171801463,7.5862621076705684e-06,1696.7230639457703
8,0.09198972924233985,0.03591121316736963,3.7931310538352842e-06,1937.036170244217
9,0.09060037081347372,0.03560705279410861,1.8965655269176421e-06,2179.041550397873
10,0.08976013011823343,0.03567941908167439,9.482827634588211e-07,2418.270763397217
