epoch,train_loss,val_loss,lr,elapsed_sec
1,0.3098915174828566,0.0827960125679012,0.0003316032508066509,251.95276808738708
2,0.2618482153443999,0.0768871101912713,0.0003316032508066509,503.81359791755676
3,0.16480770682112436,0.048892538449584654,0.00016580162540332546,757.1364505290985
4,0.13347022032975198,0.049380641113397336,8.290081270166273e-05,1000.5410413742065
5,0.11370474566124104,0.04000159547416143,4.1450406350831365e-05,1246.9862504005432
6,0.099856934580735,0.0432921299247242,2.0725203175415683e-05,1493.581104516983
7,0.09385457624632891,0.03706782799637083,1.0362601587707841e-05,1736.7917518615723
8,0.08958688833702382,0.03660451981145482,5.181300793853921e-06,1987.2685885429382
9,0.08813572199443681,0.03608001810274856,2.5906503969269603e-06,2230.7247338294983
10,0.0868523543121488,0.035223330820475476,1.2953251984634802e-06,2485.7502369880676
