epoch,train_loss,val_loss,lr,elapsed_sec
1,0.27995353344298374,0.08264892178233794,0.00011276298372290868,248.04414582252502
2,0.2027456084780661,0.05039628265287288,0.00011276298372290868,492.49725246429443
3,0.14469367092499788,0.04070040098428075,5.638149186145434e-05,739.6780745983124
4,0.11849883747559435,0.038687645146566314,2.819074593072717e-05,981.8395111560822
5,0.10933097877931001,0.03748110041030434,1.4095372965363584e-05,1224.8918311595917
6,0.10367250200605944,0.03661798255509945,7.047686482681792e-06,1473.3295633792877
7,0.1013898590775574,0.036687928461368036,3.523843241340896e-06,1723.2303576469421
8,0.0990234360305281,0.03616522155157148,1.761921620670448e-06,1972.8038079738617
9,0.09764676815238253,0.03616002326888158,8.80960810335224e-07,2223.2392933368683
10,0.09741578350378971,0.036281498639100115,4.40480405167612e-07,2469.120222091675
